episode,n_segments,total_len,mean_seg_len
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-11/Thu_May_11_14:50:34_2023/trajectory.h5,5,194,38.8
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-25/Sun_Jun_25_17:36:13_2023/trajectory.h5,3,151,50.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-01-30/Tue_Jan_30_22:11:06_2024/trajectory.h5,8,515,64.375
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-26/Sun_Nov_26_15:35:54_2023/trajectory.h5,7,299,42.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-29/Wed_Nov_29_19:49:28_2023/trajectory.h5,11,387,35.18181818181818
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-08/Tue_Aug__8_09:05:37_2023/trajectory.h5,5,214,42.8
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-12-19/Tue_Dec_19_17:10:26_2023/trajectory.h5,3,111,37.0
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-07-14/Fri_Jul_14_15:40:55_2023/trajectory.h5,5,209,41.8
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-01/Wed_Mar__1_19_57_49_2023/trajectory.h5,3,123,41.0
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-06-02/Fri_Jun__2_17:47:40_2023/trajectory.h5,9,305,33.888888888888886
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2024-01-01/Mon_Jan__1_10:19:00_2024/trajectory.h5,5,282,56.4
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2023-12-04/Mon_Dec__4_21:16:48_2023/trajectory.h5,9,372,41.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-12-06/Wed_Dec__6_15:08:50_2023/trajectory.h5,5,319,63.8
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-07-01/Sat_Jul__1_17:37:00_2023/trajectory.h5,19,781,41.10526315789474
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-09-22/Fri_Sep_22_20:30:53_2023/trajectory.h5,5,227,45.4
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-06-04/Sun_Jun__4_17:50:53_2023/trajectory.h5,9,437,48.55555555555556
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-08/Thu_Feb__8_14:39:49_2024/trajectory.h5,7,320,45.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-08/Wed_Nov__8_10:30:19_2023/trajectory.h5,7,263,37.57142857142857
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-19/Fri_May_19_21:52:54_2023/trajectory.h5,4,199,49.75
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-07/Wed_Jun__7_12:08:48_2023/trajectory.h5,5,166,33.2
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-11-20/Mon_Nov_20_17:51:05_2023/trajectory.h5,5,230,46.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-12-18/Mon_Dec_18_19:34:18_2023/trajectory.h5,4,220,55.0
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-07-17/Mon_Jul_17_21:52:42_2023/trajectory.h5,4,136,34.0
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-09-03/Sun_Sep__3_20:37:47_2023/trajectory.h5,5,293,58.6
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-11-15/Wed_Nov_15_15:30:56_2023/trajectory.h5,4,113,28.25
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-10-09/Mon_Oct__9_21:55:46_2023/trajectory.h5,6,213,35.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-17/Tue_Oct_17_16:08:30_2023/trajectory.h5,11,445,40.45454545454545
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-12-17/Sun_Dec_17_13:22:32_2023/trajectory.h5,59,1905,32.28813559322034
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-05-07/Sun_May__7_16:32:10_2023/trajectory.h5,4,234,58.5
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-11-14/Tue_Nov_14_18:23:26_2023/trajectory.h5,2,97,48.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-24/Tue_Oct_24_10:20:48_2023/trajectory.h5,10,330,33.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-25/Thu_Jan_25_17:12:51_2024/trajectory.h5,4,160,40.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-09/Wed_Aug__9_09:29:24_2023/trajectory.h5,7,286,40.857142857142854
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-08-29/Tue_Aug_29_14:28:23_2023/trajectory.h5,7,320,45.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-03/Wed_Jan__3_16:46:10_2024/trajectory.h5,4,130,32.5
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-08/Wed_Mar__8_16_51_09_2023/trajectory.h5,5,156,31.2
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-21/Fri_Jul_21_11:47:11_2023/trajectory.h5,7,411,58.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-06-04/Sun_Jun__4_12:36:24_2023/trajectory.h5,6,230,38.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-04-26/Wed_Apr_26_17:57:11_2023/trajectory.h5,5,198,39.6
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-12-06/Wed_Dec__6_21:40:30_2023/trajectory.h5,6,251,41.833333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-09/Thu_Nov__9_15:21:50_2023/trajectory.h5,11,361,32.81818181818182
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-09/Tue_May__9_02:13:04_2023/trajectory.h5,4,143,35.75
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-08/Mon_Jan__8_14:05:45_2024/trajectory.h5,10,606,60.6
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-10/Wed_Jan_10_16:08:17_2024/trajectory.h5,8,381,47.625
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-18/Thu_Jan_18_15:58:29_2024/trajectory.h5,3,165,55.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-13/Wed_Dec_13_14:32:19_2023/trajectory.h5,6,295,49.166666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-04/Sat_Nov__4_17:36:25_2023/trajectory.h5,6,186,31.0
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2023-11-22/Wed_Nov_22_17:06:20_2023/trajectory.h5,7,447,63.857142857142854
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-12-16/Sat_Dec_16_17:37:06_2023/trajectory.h5,10,309,30.9
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-17/Wed_May_17_21:31:58_2023/trajectory.h5,9,351,39.0
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-03/Fri_Mar__3_15_33_36_2023/trajectory.h5,3,136,45.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-07-21/Fri_Jul_21_15:21:53_2023/trajectory.h5,3,146,48.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-25/Thu_Jan_25_11:21:03_2024/trajectory.h5,6,332,55.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-09-01/Fri_Sep__1_15:52:36_2023/trajectory.h5,7,278,39.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-01/Thu_Feb__1_16:11:15_2024/trajectory.h5,4,142,35.5
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-07-01/Sat_Jul__1_17:41:57_2023/trajectory.h5,3,726,242.0
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-07-19/Wed_Jul_19_17:00:37_2023/trajectory.h5,16,558,34.875
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-12/Thu_Oct_12_22:41:27_2023/trajectory.h5,13,543,41.76923076923077
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-04-21/Fri_Apr_21_00:42:38_2023/trajectory.h5,7,209,29.857142857142858
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-17/Mon_Apr_17_16:24:59_2023/trajectory.h5,6,249,41.5
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-04/Thu_May__4_14:53:16_2023/trajectory.h5,6,225,37.5
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-08-23/Wed_Aug_23_11:53:49_2023/trajectory.h5,13,610,46.92307692307692
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-19/Mon_Feb_19_13:20:33_2024/trajectory.h5,6,255,42.5
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-26/Sun_Nov_26_15:36:34_2023/trajectory.h5,2,198,99.0
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-11-25/Sat_Nov_25_19:23:30_2023/trajectory.h5,9,282,31.333333333333332
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-31/Wed_May_31_10:15:34_2023/trajectory.h5,2,103,51.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-26/Thu_Oct_26_11:14:52_2023/trajectory.h5,8,293,36.625
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-06-05/Mon_Jun__5_17:10:06_2023/trajectory.h5,5,148,29.6
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-08/Thu_Feb__8_15:44:32_2024/trajectory.h5,4,171,42.75
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-10-31/Tue_Oct_31_18:00:39_2023/trajectory.h5,8,412,51.5
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-16/Tue_May_16_15:32:21_2023/trajectory.h5,6,213,35.5
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2023-12-11/Mon_Dec_11_21:49:27_2023/trajectory.h5,7,328,46.857142857142854
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-06-02/Fri_Jun__2_12:26:06_2023/trajectory.h5,5,190,38.0
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-07-27/Thu_Jul_27_10:17:38_2023/trajectory.h5,3,85,28.333333333333332
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-09-22/Fri_Sep_22_12:26:19_2023/trajectory.h5,11,395,35.90909090909091
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-14/Sat_Oct_14_21:14:18_2023/trajectory.h5,6,328,54.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/GuptaLab/success/2023-04-20/Thu_Apr_20_14:59:02_2023/trajectory.h5,7,195,27.857142857142858
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-04/Sun_Feb__4_19:11:44_2024/trajectory.h5,4,151,37.75
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-06/Mon_Nov__6_13:43:56_2023/trajectory.h5,8,302,37.75
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-08-19/Sat_Aug_19_11:40:57_2023/trajectory.h5,5,288,57.6
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-18/Wed_Oct_18_10:53:42_2023/trajectory.h5,7,324,46.285714285714285
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-03/Wed_May__3_09:40:52_2023/trajectory.h5,7,326,46.57142857142857
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-12-17/Sun_Dec_17_14:17:08_2023/trajectory.h5,16,716,44.75
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-06-08/Thu_Jun__8_14:23:34_2023/trajectory.h5,3,155,51.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-07/Thu_Dec__7_17:01:04_2023/trajectory.h5,5,165,33.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-11/Wed_Oct_11_23:08:58_2023/trajectory.h5,4,116,29.0
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-21/Fri_Jul_21_11:30:15_2023/trajectory.h5,5,198,39.6
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-10-19/Thu_Oct_19_00:50:45_2023/trajectory.h5,9,250,27.77777777777778
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-11/Tue_Jul_11_23:17:43_2023/trajectory.h5,7,374,53.42857142857143
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-08-19/Sat_Aug_19_12:14:43_2023/trajectory.h5,5,262,52.4
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-10-11/Wed_Oct_11_10:09:58_2023/trajectory.h5,3,122,40.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-22/Thu_Feb_22_15:57:53_2024/trajectory.h5,6,250,41.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-15/Mon_May_15_02:14:18_2023/trajectory.h5,6,185,30.833333333333332
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-08-22/Tue_Aug_22_21:13:07_2023/trajectory.h5,7,214,30.571428571428573
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-11-30/Thu_Nov_30_17:58:53_2023/trajectory.h5,6,192,32.0
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-12-16/Sat_Dec_16_22:00:33_2023/trajectory.h5,7,411,58.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-07/Fri_Apr__7_13_26_32_2023/trajectory.h5,4,145,36.25
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-07-11/Tue_Jul_11_14:10:02_2023/trajectory.h5,7,377,53.857142857142854
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-07-19/Wed_Jul_19_20:38:50_2023/trajectory.h5,7,299,42.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-05/Tue_Dec__5_17:26:48_2023/trajectory.h5,6,262,43.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-10-14/Sat_Oct_14_19:00:58_2023/trajectory.h5,7,277,39.57142857142857
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-11-26/Sun_Nov_26_15:37:50_2023/trajectory.h5,4,426,106.5
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-04-29/Sat_Apr_29_19:11:14_2023/trajectory.h5,4,148,37.0
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-05/Sun_Nov__5_11:04:17_2023/trajectory.h5,1,54,54.0
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-09/Tue_May__9_11:21:04_2023/trajectory.h5,7,279,39.857142857142854
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-29/Mon_May_29_21:44:34_2023/trajectory.h5,8,340,42.5
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-21/Wed_Jun_21_15:57:06_2023/trajectory.h5,4,247,61.75
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-10-27/Fri_Oct_27_20:46:42_2023/trajectory.h5,2,72,36.0
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-12-13/Wed_Dec_13_17:58:00_2023/trajectory.h5,11,354,32.18181818181818
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-12-18/Mon_Dec_18_16:06:54_2023/trajectory.h5,3,123,41.0
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2023-11-29/Wed_Nov_29_15:14:00_2023/trajectory.h5,27,1536,56.888888888888886
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-09-02/Sat_Sep__2_13:16:57_2023/trajectory.h5,5,241,48.2
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-02/Thu_Mar__2_16_19_42_2023/trajectory.h5,9,272,30.22222222222222
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-16/Fri_Jun_16_17:27:07_2023/trajectory.h5,7,325,46.42857142857143
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-06-16/Fri_Jun_16_17:33:45_2023/trajectory.h5,6,204,34.0
gs://xembodiment_data/r2d2/r2d2-data-full/GuptaLab/success/2023-06-18/Sun_Jun_18_16:47:10_2023/trajectory.h5,3,74,24.666666666666668
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-15/Wed_Nov_15_10:27:22_2023/trajectory.h5,6,202,33.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-10-15/Sun_Oct_15_18:41:07_2023/trajectory.h5,4,148,37.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-09-22/Fri_Sep_22_21:40:03_2023/trajectory.h5,10,437,43.7
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-01/Mon_May__1_15:38:06_2023/trajectory.h5,8,345,43.125
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-21/Wed_Jun_21_19:49:01_2023/trajectory.h5,4,183,45.75
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-12-24/Sun_Dec_24_16:10:01_2023/trajectory.h5,4,163,40.75
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-31/Wed_May_31_13:30:28_2023/trajectory.h5,6,289,48.166666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-16/Mon_Oct_16_10:57:18_2023/trajectory.h5,11,717,65.18181818181819
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-29/Thu_Nov_30_00:42:38_2023/trajectory.h5,46,1496,32.52173913043478
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-19/Thu_Oct_19_16:30:59_2023/trajectory.h5,6,191,31.833333333333332
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-07-19/Wed_Jul_19_11:34:33_2023/trajectory.h5,5,264,52.8
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-08-27/Sun_Aug_27_22:42:16_2023/trajectory.h5,10,377,37.7
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-09/Wed_Aug__9_15:33:30_2023/trajectory.h5,4,118,29.5
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-01-31/Wed_Jan_31_22:31:36_2024/trajectory.h5,8,326,40.75
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-12-03/Sun_Dec__3_14:45:10_2023/trajectory.h5,11,507,46.09090909090909
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-15/Mon_May_15_02:07:10_2023/trajectory.h5,8,247,30.875
gs://xembodiment_data/r2d2/r2d2-data-full/GuptaLab/success/2023-04-30/Sun_Apr_30_17:55:26_2023/trajectory.h5,4,139,34.75
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-24/Mon_Apr_24_16:22:03_2023/trajectory.h5,5,354,70.8
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-07-21/Fri_Jul_21_15:24:22_2023/trajectory.h5,3,136,45.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-02/Fri_Feb__2_20:09:02_2024/trajectory.h5,4,213,53.25
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-01/Thu_Feb__1_15:48:21_2024/trajectory.h5,4,256,64.0
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-06-18/Sun_Jun_18_17:38:52_2023/trajectory.h5,13,682,52.46153846153846
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-21/Tue_Nov_21_13:47:53_2023/trajectory.h5,7,240,34.285714285714285
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-10-31/Tue_Oct_31_17:59:19_2023/trajectory.h5,7,351,50.142857142857146
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-04/Sun_Jun__4_18:03:48_2023/trajectory.h5,3,121,40.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-10-29/Sun_Oct_29_20:19:40_2023/trajectory.h5,17,564,33.1764705882353
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-16/Mon_Oct_16_14:18:38_2023/trajectory.h5,8,352,44.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-22/Sun_Oct_22_10:55:27_2023/trajectory.h5,16,782,48.875
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-11-27/Mon_Nov_27_20:13:11_2023/trajectory.h5,6,344,57.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-06/Tue_Feb__6_10:36:08_2024/trajectory.h5,8,433,54.125
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-04/Sun_Jun__4_16:34:30_2023/trajectory.h5,5,125,25.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-07/Wed_Feb__7_15:34:36_2024/trajectory.h5,5,270,54.0
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-08/Thu_Jun__8_14:24:18_2023/trajectory.h5,7,232,33.142857142857146
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-02/Tue_Jan__2_14:50:35_2024/trajectory.h5,12,649,54.083333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2024-01-15/Mon_Jan_15_23:45:42_2024/trajectory.h5,43,1333,31.0
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-13/Thu_Jul_13_15:00:19_2023/trajectory.h5,9,373,41.44444444444444
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-02/Fri_Feb__2_18:08:55_2024/trajectory.h5,4,114,28.5
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-12/Sun_Nov_12_18:37:40_2023/trajectory.h5,34,1114,32.76470588235294
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-18/Wed_Oct_18_13:39:05_2023/trajectory.h5,10,395,39.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-16/Tue_Jan_16_14:29:39_2024/trajectory.h5,4,183,45.75
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-23/Mon_Oct_23_15:50:35_2023/trajectory.h5,5,750,150.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-09/Wed_Aug__9_15:28:03_2023/trajectory.h5,4,107,26.75
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-19/Mon_Jun_19_17:30:02_2023/trajectory.h5,2,106,53.0
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-12-13/Wed_Dec_13_23:21:45_2023/trajectory.h5,11,358,32.54545454545455
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-16/Tue_May_16_15:02:05_2023/trajectory.h5,7,201,28.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-07-21/Fri_Jul_21_15:17:28_2023/trajectory.h5,4,164,41.0
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2023-11-22/Wed_Nov_22_21:37:06_2023/trajectory.h5,17,545,32.05882352941177
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-30/Mon_Oct_30_17:23:58_2023/trajectory.h5,8,470,58.75
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-01/Wed_Nov__1_16:37:00_2023/trajectory.h5,11,433,39.36363636363637
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-08-18/Fri_Aug_18_12:00:49_2023/trajectory.h5,3,129,43.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-11/Mon_Dec_11_11:02:36_2023/trajectory.h5,3,166,55.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-04/Thu_Jan__4_14:02:16_2024/trajectory.h5,8,309,38.625
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-06-26/Mon_Jun_26_13:23:44_2023/trajectory.h5,5,163,32.6
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2024-01-11/Fri_Jan_12_00:42:06_2024/trajectory.h5,9,323,35.888888888888886
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-20/Tue_Feb_20_12:15:40_2024/trajectory.h5,7,241,34.42857142857143
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-07-13/Thu_Jul_13_21:15:04_2023/trajectory.h5,4,103,25.75
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-06/Wed_Dec__6_11:35:12_2023/trajectory.h5,17,606,35.64705882352941
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-10/Wed_Jan_10_13:55:12_2024/trajectory.h5,5,146,29.2
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-07-01/Sat_Jul__1_16:53:48_2023/trajectory.h5,10,475,47.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-25/Thu_Jan_25_16:25:57_2024/trajectory.h5,6,219,36.5
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-12-21/Thu_Dec_21_10:46:31_2023/trajectory.h5,19,676,35.578947368421055
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-12-18/Mon_Dec_18_16:01:51_2023/trajectory.h5,4,92,23.0
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-10-14/Sat_Oct_14_21:56:51_2023/trajectory.h5,12,407,33.916666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-23/Tue_Jan_23_13:46:02_2024/trajectory.h5,6,255,42.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-02/Thu_Nov__2_15:43:03_2023/trajectory.h5,3,260,86.66666666666667
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-09/Tue_May__9_11:16:58_2023/trajectory.h5,9,293,32.55555555555556
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-09/Tue_Jan__9_16:32:09_2024/trajectory.h5,6,192,32.0
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-19/Mon_Jun_19_17:10:32_2023/trajectory.h5,7,151,21.571428571428573
